City Code Descriptio,Special Process Indi,BIDING AMMOUNT
TEHATTA-2,1166,478
TEHATTA-2,1167,483
TEHATTA-2,1164,486
TEJHATI,1164,337
TEJHATI,1166,328
TEJHATI,1167,333
TEORKHALI,1166,664
TEORKHALI,1167,669
TEORKHALI,1164,671
THANARPARA,1164,591
THANARPARA,1167,589
THANARPARA,1166,584
TIA,1166,617
TIA,1164,626
TIA,1167,622
TILAKPUR (CHAPRA),1164,850
TILAKPUR (CHAPRA),1166,844
TILDANGA (HABIBPUR),1166,390
TILDANGA (HABIBPUR),1164,399
TILDANGA (HABIBPUR),1167,395
TILJALA,1164,861
TRIMOHINI,1166,469
TRIMOHINI,1164,477
TRIMOHINI,1167,474
TRIMOHINI (MAHALDARP,1167,581
TRIMOHINI (MAHALDARP,1164,583
TRIMOHINI (MAHALDARP,1166,576
TUNGIDIGHI,1164,810
TUNGIDIGHI,1166,800
TUNGIDIGHI,1167,805
TILDANGA,1166,492
TILDANGA,1167,497
TILDANGA,1164,500
TALIT,1164,723
TULIN,1164,972
TEOR,1166,775
TEOR,1164,782
TEOR,1167,780
THANGAPARA,1166,781
THANGAPARA,1164,791
THANGAPARA,1167,786
TRIMOHINI (HILLI),1167,914
TRIMOHINI (HILLI),1166,910
TRIMOHINI (HILLI),1164,919
TULSIHATA,1164,812
TULSIHATA,1167,807
TULSIHATA,1166,802
TUBGRAM,1164,704
TILASHAN,1167,609
TILASHAN,1164,611
TILASHAN,1166,604
UTTAR KUMEDPUR,1166,751
UTTAR KUMEDPUR,1164,760
UTTAR KUMEDPUR,1167,756
UMARPUR,1166,196
UMARPUR,1164,200
UMARPUR,1167,200
USAHARAN,1166,743.36
USAHARAN,1167,749.49
USAHARAN,1164,758.65
VEROSTHAN,1164,874
VEROSTHAN,1167,873
VEROSTHAN,1166,868
SONAR BANGLA HUB - S,1162,48
SONAR BANGLA HUB - S,1163,48
SONAR BANGLA HUB - S,1164,48
SONAR BANGLA HUB - S,1166,48
SONAR BANGLA HUB - S,1167,48
